id;cnr;collection;comment;esac_key;esac_title;function;melstring;region;signature;source;text;tunefamily;unit
A0080;;ALTDEUTSCH;;F-maj;Der Rheinschiffer;Romanze, Ballade, Lied;"1_  1_.23_  4__
    3_  1_3__  2__.  0__
    1_  1_.23_  4__
    3_  1_3__  2__.  0_
    1_-7_1_  2__1_-7_  -6__-5__  5__.43  2_
    5_4_4_  3_.21_
    3_  2__1__  0__ //";Europa, Mitteleuropa, Deutschland;3/2 4/2;;;A0080;4
A0081;;ALTDEUTSCH;;G-maj;Der Reuter;Romanze, Ballade, Lied;"5  5_5_555_  6_5_4_0
    3  555_3455  4_321_
    3_  4_3_2_1_  -7__0_. //";Europa, Mitteleuropa, Deutschland;4/2;;;A0081;4
A0082A;;ALTDEUTSCH;;G-min;Der Ackermann;Romanze, Ballade, Lied;"1__1__1__  5___6__  7b__6___  5___0__
    4__5__7b__  5___5__  3b__4___  3b___0__
    3b__5__7b__  6b___5__  4__.3b21__  -7b___0__
    5__5__5__  5___4__  3b___2__  3b___0__
    3b__5__7b__  6b___4__  5__.43b2__  1___0__ //";Europa, Mitteleuropa, Deutschland;3/2;;;A0082;8
A0082B;;ALTDEUTSCH;;D-min;Der schelmische Bauer;Romanze, Ballade, Lied;"1_  1__1_  5__5_  3b__4_  5__
    5_  5__5_  7b__5_  3b__2_  3b__0_  0_
    3b_3b_3b_  2_1_213b_  3b21__-7_  1__0__  0__
    1_  5_5_5_  7b_7b_5_  3b__2_  3b__0_  0_
    3b_3b_3b_  2_1_213b_  3b21__-7_  1__0__  0__ //";Europa, Mitteleuropa, Deutschland;3/2 4/2;;;A0082;4
A0084;;ALTDEUTSCH;;A-maj;Die Wise van Potteren;Romanze, Ballade, Lied;"5_5_5_  6b_5__4_5__  4__0_
    5_5_5_  6b_5__4_5__  4__0_
    4_  5_5_5_6b_  7b_6b54__  3b__0_
    5_  6b_6b_6b_5_5_55  4_4_4_1__
    1_  -7b__4__  3b__6b_5_43b2_  1__.0__.  0_ //";Europa, Mitteleuropa, Deutschland;4/2 6/2;;;A0084;4
A0086;;ALTDEUTSCH;;F-maj;Die niederlaendischen Grasmaedchen;Romanze, Ballade, Lied;"+1_  +1__+1__7_+1_  +2_.+17_6__
    7_  +1__+1__7_5_  6_.53_6_5_
    3_  1__1__5_5_  6__7_+1__
    7_  6_5_4_3_2__  1__.0__ //";Europa, Mitteleuropa, Deutschland;3/2;;;A0086;8
A0087;;ALTDEUTSCH;;A-maj;Der blaue Storch;Romanze, Ballade, Lied;"5  5_5  56b6b  5_5  4_4
    +1_7b_6b4  5_1  5_1  5_
    5  5_6b_7b5  4_41_
    2  3b_3b_22  1_-5  1_-5  1_ //";Europa, Mitteleuropa, Deutschland;FREE;;;A0087;2
A0088;;ALTDEUTSCH;;E-maj;Graserin und Ritter;Romanze, Ballade, Lied;"5_  6b_6b_5_+1_  7b_7b_6b__  0_
    5_6b_7b_  +1_7b6b5_4_  3b__0_
    3b_  6b_543b_6b_  3b__1_
    3b_  6b_543b_2b_  1__3b_6b_  5_4_3b_.2b  1__. //";Europa, Mitteleuropa, Deutschland;4/2;;;A0088;4
A0089;;ALTDEUTSCH;;F-maj;Des Markgrafen junge Braut;Romanze, Ballade, Lied;"1_  1_2_3_5_  443_2_2_  1__0_
    1_  5_6_7_5_  +1__6__  5__0__
    1__5_+1_  7_.65_6_  5_.43__
    0_6_5_.4  3_1_2_5_  643_2_2_  1__. //";Europa, Mitteleuropa, Deutschland;4/2;;;A0089;4
A0090;;ALTDEUTSCH;;F-maj;Wassermanns Braut;Romanze, Ballade, Lied;"-5_  1_-7_1_2_  3_.21__
    3_2_3_4_  5_.43_1_  +1__6_+1_  5__0_
    5_  6_4_2_4_  5_3_1_
    2_  3_5_4_2_  1__0_ //";Europa, Mitteleuropa, Deutschland;2/4;;;A0090;16
A0093;;ALTDEUTSCH;;G-maj;Die verkaufte Muellerin;Romanze, Ballade, Lied;"-5_  1_3b_225_  4_3b_2_
    -5_  1_3b_225_  4_3b_2_.
    5  5_4_5_3b2  3b_1_0_ //";Europa, Mitteleuropa, Deutschland;4/4;;;A0093;8
A0094;;ALTDEUTSCH;;F-maj;Die Kindsmoerderin;Romanze, Ballade, Lied;"1  3b155  5_3b3b  2_21  2_0
    2  23b45  6b_54  3b_22  1_0 //";Europa, Mitteleuropa, Deutschland, Schwaben;4/4;;;A0094;4
A0095;;ALTDEUTSCH;;D-maj;Fuenf Soehne;Romanze, Ballade, Lied;"-5_  1_1_1_  1_2_3b_  4_2_2_  2__
    -5_  1__1_  3b_2_11  5__5_  5__
    5_  4_4_4_  3b_3b_21  5__.  -5__
    5_  5_4_5_  5_4_5_  7b_6b_5_  4_5_4_  3b__
    3b3b  3b_3b_3b_  3b_2_1_  5__.  1__ //";Europa, Mitteleuropa, Deutschland;3/4;;;A0095;8
A0096;;ALTDEUTSCH;;F-maj;Die Stiefmutter;Romanze, Ballade, Lied;"-5_  1_1_24  3_1_
    3_  2_.1-72  1_0_
    -5_  1_1_24  3_1_
    3_  2_.1-7_  1__ //";Europa, Mitteleuropa, Deutschland;3/4;;;A0096;8
A0101A;;ALTDEUTSCH;;F-maj;Waechterlied;Romanze, Ballade, Lied;"5_  3__5_1__-5_  1_2_3__
    0_2_3_4_  5__4_3_  2__1__0_
    5_  3__5_1__-5_  1_2_3__
    0_2_3_4_  5__4_3_  2__1__
    0_-6_-7_1_  2__0_-7_1_2_  3__0__
    1__  5__4_3__1_  5__4_3__21
    2_.3425__43  2__1___ //";Europa, Mitteleuropa, Deutschland;4/2 6/2;;;A0101;4
A0101B;;ALTDEUTSCH;;F-maj;Waechterlied;Romanze, Ballade, Lied;"5_  3_5_1_-5_  1_2_3__
    0_2_3_4_  5__4_3_  2_1__
    5_  3_5_1_-5_  1_2_3__
    0_2_3_4_  5__4_3_  2__1__
    0_-6_-7_1_  2__0_-7_1_2_  3__
    1__  5__4_3__1_  5__4_3__2
    1  2_.3425__43  2__1___ //";Europa, Mitteleuropa, Deutschland;4/2 6/2;;;A0101;4
A0102;;ALTDEUTSCH;;G-maj;Der Waechter;Romanze, Ballade, Lied;"1_  1_2_3b_1_  5_43b2_2_  1__0_
    1_  5_6_7b_5_  +1_6_5__  0__
    +1__  +2_+1_7b_5_  7b_5_3b__
    0_7b_7b_5_  +1__5_5_  4_3b_4_
    4_  5__3b_1_  -7b__0__
    7b__7b_5_  +1__5_5_  ^_43b2_2_  1__. //";Europa, Mitteleuropa, Deutschland;4/2;;;A0102;4
A0103;;ALTDEUTSCH;;C-maj;Haett ich den Schluessel zum Tage;Romanze, Ballade, Lied;"1_  1_1_-7_-6__-5_  1__2_3_.231  2__
    6__  5__3_1__-7_  -6_2__1__-7-6  -5__0_
    -5_1_2_  3_3_2_3_  6__5__  4_3_2_
    1_  -7_3__2__1-7  -6__-5__5__  34543_21  2__1__. //";Europa, Mitteleuropa, Deutschland;4/2 6/2;;;A0103;4
A0105;;ALTDEUTSCH;;C-maj;Tagelied;Romanze, Ballade, Lied;"1__-6_-7_  1__0_1_  2_2_1__  0_
    1_3_2_  5__4_3_  ^_212__  1___
    1__-6_-7_  1__0_1_  2_2_1__  0_
    1_3_2_  5__4_3_  ^_212__  1___
    0__3__  2_2_1__  -7_1_-6__  -5__0_-5_  -6_-7_1__
    0_1_3_2_  5__4_3_  ^_212__  1___ //";Europa, Mitteleuropa, Deutschland;4/2;;;A0105;4
A0106;;ALTDEUTSCH;;D-maj;Melodie eines Waechterliedes;Romanze, Ballade, Lied;"1  4_5  6_6  +1_
    7b  6_5  6_5  4_
    4  5_6  6_5  4_
    3b  2_2  4_2  1_
    2  -7b_1  2_2  3b_2  1_
    1  4_7b  6_4  4_6  6_5  4_
    1  4_7b  6_4  4_6  6_5  4_
    3b  2_1_  5_43b  2_5_  2_. //";Europa, Mitteleuropa, Deutschland;3/2 4/2;;;A0106;2
A0107;;ALTDEUTSCH;;D-min;Waechterlied;Romanze, Ballade, Lied;"1_  3b_3b_4_5_  6b_5_3b_3b_  4__5__
    0_5_5_5_  5__4_3b_2__  1__0_
    5_  5_5_4_3b_  1__-7b__
    0_-7b_1_2_  3b_4__3b_2__  1__.  0__
    1_  3b__4_  5__5_  6b__5_  4_.56b5  4_.3b21  -7b__0_  0__
    4_  5_4_3b_  1_2__  3b_.21-7  1__ //";Europa, Mitteleuropa, Deutschland;3/2 4/2 6/2;;;A0107;4
A0108;;ALTDEUTSCH;;F-maj;Der Morgenstern ist aufgegangen;Romanze, Ballade, Lied;"5_  5_3_1_2_  345__3_  4__3__
    0_5_5__  3_2__1_  4_2_5__  3__0_
    3_  33345_5_  5_432__  1_-7-6-5__
    0_-5_1_1_  2_2_345_  3_3_2_1_  3__2__  1___ //";Europa, Mitteleuropa, Deutschland;4/4;;;A0108;8
A0109;;ALTDEUTSCH;;F-maj;Der Morgenstern;Romanze, Ballade, Lied;"1  1_11_-6  -5_22_
    2  3_4_22  1_
    3  4_44_3  2_.2_
    2  3_5543  2_
    2  3_4_22  1_ //";Europa, Mitteleuropa, Deutschland;3/2 6/2;;;A0109;2
A0111;;ALTDEUTSCH;;C-maj;Waechterlied;Romanze, Ballade, Lied;"1__-6_-7_  1__0_1_  2_2_1__  0_
    1_3_4_  5__.4_  3_5__43  4_3_2__  1___
    1__-6_-7_  1__0_1_  2_2_1__  0_
    1_3_4_  5__.4_  3_5__43  4_3_2__  1__.
    5_  3_2_1__  0_1_2_2_  -6__0_
    -6_  -5_-5_2__  1_1__-7-6  -7b-6-5-4-5__  -4__0_
    1_  -6_-6_2__  1_1__-7-6  -7_-7_-6__  0_
    -5_-6_-7_  1__-7_-6_  ^_-5-4-5_-5_  -4__0_
    4_2_2_  5__4_3_  445_.43_  ^_32121__. //";Europa, Mitteleuropa, Deutschland;4/2 6/2;;;A0111;4
A0112;;ALTDEUTSCH;;G-min;Tagelied;Romanze, Ballade, Lied;"1_  3b__3b__4__4__  5___5__0_
    5_  +1__+1__7b__5__  7b_.6b5_4_3b__0_
    3b_  7b__.6_5__4__  3b_2_1__-7b__0_
    6b_  5__.4_3b__2__  1__4__3b_.21_-7_  1__2__1__. //";Europa, Mitteleuropa, Deutschland;4/2;;;A0112;8
A0113;;ALTDEUTSCH;;F-maj;Der Maibaum;Romanze, Ballade, Lied;"1_  1_1_3_1_  5__5_
    +1_  7_5_6_5_  3__0_
    1_  5_5_6_7_  +1__7_
    6_  5_.43_2_  1__0_
    3_  5_6_5_3_  4__3_
    2_  3_4_5_3_  2__0_
    6_  5_4_3_2_  1__2_
    6_  5_3_4_2_  1__0_ //";Europa, Mitteleuropa, Deutschland;4/4;;;A0113;8
A0114;;ALTDEUTSCH;;A-maj;Maibaum und Abschied;Romanze, Ballade, Lied;"1_  1_1_1_2_  3b_.21_-7b-6  -7b__-5__0_
    -7b_  1_2__1__-7_  1__0_
    1_  1_1_1_2_  3b_.21_-7b-6  -7b__-5__0_
    -7b_  1_2__1__-7_  1__0_
    2_  2_2_2_1_  4_.3b2_1-7b  1__-7b__0_
    -7b_  2__-7b_4__3b_  4_.3b2_1-7b  1__0_
    4_  1_1_1_2_  3b_.21_-7b-6  -7b__-5__0_
    -7b_  1_2__1__-7_  1__. //";Europa, Mitteleuropa, Deutschland;4/2 6/2;;;A0114;4
A0115;;ALTDEUTSCH;;F-maj;Waldvoegeleins Bitte;Romanze, Ballade, Lied;"1_  1_2_3_4_  5_.55_
    5_  6_5_5_4_  5__0_
    5_  5_5_6_4_  5__4_
    3_  2_3_5_5_  ^_432__  1__0_
    5_  5__4_  3__2_  1__1_  2__0_
    1_  1_2_3_4_  5_.65_
    5_  3_.4565_  ^_432__  1__. //";Europa, Mitteleuropa, Deutschland;4/2 3/2;;;A0115;4
A0116A;;ALTDEUTSCH;;G-maj;Die Sonne ist verblichen;Romanze, Ballade, Lied;"1_  1_5_7b_6_  5__2_
    2_  1__2_5_  543b23b_3b_  1__.
    1_  1_5_7b_6_  5__2_
    2_  1__2_5_  543b23b_3b_  1__.
    4_  4_4_4_3b_  2__1__
    3b__  2__-7b_1_  1-7b-6-5-6_-6_  -5___
    0_1_1_2_  3b_4_2__  1__
    5__  7b__6_5__4_
    5_.43b23b_  ^_21-7b_
    -7b_  1_3b_2_4_  53b212_2_  1__. //";Europa, Mitteleuropa, Deutschland;4/2 6/2;;;A0116;4
A0116B;;ALTDEUTSCH;;G-maj;Die Sonne ist verblichen;Romanze, Ballade, Lied;"1_  1__5_7b__6_5__  2___
    1__2__  3b__.4_  2__0_
    1_  1__5_7b__6_5__  2___
    3b_1__2_  3b__.4_  2__0_
    4_  4_4_4_3b_  2__1__  ^__2_3b_  ^_1_-7b_1_  2__0_
    2_  -7b__-7b_1_  ^_2_3b__  1___
    5__7b__  6_5__4_  3b__.21  -7__
    1__  3b_.3b3b_4_  2__1_ //";Europa, Mitteleuropa, Deutschland;4/4 6/4 8/4;;;A0116;8
A0116C;;ALTDEUTSCH;;G-maj;Die Sonne ist verblichen;Romanze, Ballade, Lied;"0_1_1_1_  5_7b__6_  5_2__
    1_  5__4_4_5_3b_  2___
    0_1_1_1_  5_7b__6_  5_2__
    1_  5__4_4_5_3b_  2__.
    3b_  4_7b_7b_5_  4_3b__
    6b_  5_4_3b_2_  1__0_
    1_  4_4_4_5_  6b__4__
    0_5_5_5_  5_4_3b_21  -7__1_.2  3b_5__5_2__  1___ //";Europa, Mitteleuropa, Deutschland;4/2 6/2;;;A0116;4
A0117;;ALTDEUTSCH;;F-maj;Harter Entschluss;Romanze, Ballade, Lied;"1_  1_3_2_1_  -7__1_
    2_  3__3_4_2__  1__.
    1_  1_3_2_1_  -7__1_
    2_  3__3_4_2__  1__.
    1_  3_2_3_4_  5__1_
    4_  3_3_3_21  -7__1_
    2_  3_4_5_3_2__  1__. //";Europa, Mitteleuropa, Deutschland;4/2 6/2;;;A0117;4
A0118;;ALTDEUTSCH;;F-maj;Meins Herzens Schoene;Romanze, Ballade, Lied;"0_1_1_1_  3_.21_1_  2__3__
    3__  5__5_3__4_  2__1__
    0_1_1_1_  3_.21_1_  2__3__
    3__  5__5_3__4_  2__1__
    3__  3__3_2__2_  1_-7-62__  2__0_
    -5_  1__1_1__1_  2_2_1__0_
    1_  2__2_2__2_  3_.4565__43  2_1_2__  1___ //";Europa, Mitteleuropa, Deutschland;4/2 6/2;;;A0118;4
A0121;;ALTDEUTSCH;;G-maj;Um Frauen willen;Romanze, Ballade, Lied;"1_  1_1_2_3_  4__4__0_
    5_  6__6_5__5_  4_.5645__
    1_  2_5_5_4__5_  3_.21__0_
    5_  4_2_3_4__3b_  3b_212__0_
    1_  2_5_5_4_4_5_  4_.32__0_
    4_  2_2_1_-7b__1_  2__0_
    1_  1__3_4_2_2_  1-7123_2__
    3_  4_5_6_5__
    5_  5_3_4_5__4_  4_321__. //";Europa, Mitteleuropa, Deutschland;4/2 6/2;;;A0121;4
A0123;;ALTDEUTSCH;;D-maj;Parodie einer unbekannten Tageweise;Romanze, Ballade, Lied;"4_6_5_  +1_7b67_+1_  +1_6_4__  0_
    4_5_6_  7b_5_+1_+1_  (7b_6_5_)(4_.54_)  1__0_
    6_  5_67b+1_7b_  +1_6_4__  0_
    4_4_6_  6_5_4_1_  0_2_3b_4_  6b_4_3b_0_
    (2_.123b)(4_0_6b_)  5__3b_4_  5__3b_.2  1___  0_ //";Europa, Mitteleuropa, Deutschland;4/2;;;A0123;4
A0127;;ALTDEUTSCH;;F-maj;Minnelied;Romanze, Ballade, Lied;"1_  1_1_3_3_  6_6_5_
    5_  3_2_1_
    1_  1_1_3_3_  6_6_5_
    5_  3_2_1__
    -7__1_.1  3_3_2_
    2_  -6__-5__
    3_2_3_4_  5_6_5_
    4_  3_1_-7_1_  3__2__  1__. //";Europa, Mitteleuropa, Deutschland;4/2;;;A0127;4
A0128A;;ALTDEUTSCH;;F-maj;Liebeshoffnung;Romanze, Ballade, Lied;"1  1321  -7_-6_
    -5_  11_32_  1_0
    1  1321  -7_-6_
    -5_  11_32_  1_0
    1  3344  5_5_
    4_  51_3_2  1_0
    1  3344  5_1_0
    2  3321  -7_-6_
    -5_  11_32_  1_. //";Europa, Mitteleuropa, Deutschland;4/2 6/2;;;A0128;2
A0128B;;ALTDEUTSCH;;F-maj;Liebeshoffnung;Romanze, Ballade, Lied;"1  1321  -7_-6_
    3_  42_32_  1_.
    1  1321  -7_-6_
    3_  42_32_  1_.
    1  3344  5_2_
    5_  3_32_1  -7_-6_3_  42_32_  1_. //";Europa, Mitteleuropa, Deutschland;4/2 6/2;;;A0128;2
A0128C;;ALTDEUTSCH;;F-maj;Liebeshoffnung;Romanze, Ballade, Lied;"1_3_21  -7_-6_
    -5_  11_32_  1__
    1_3_21  -7_-6_
    -5_  11_32_  1_.
    1  3344  5_5_
    6_  54_32_  1_0
    1  3344  5_1_
    3321  -7_-6_
    -5_  11_32_  1__ //";Europa, Mitteleuropa, Deutschland;4/2 6/2;;;A0128;2
A0130;;ALTDEUTSCH;;F-maj;Minnelied;Romanze, Ballade, Lied;"+1___7__6__  5___.4__  3__.2_1_2_-7__  -6___0__
    6__  5__6__7___  0__7__+1__6__  5___0__
    5__  6__7__3__3__  5__.4_3_4_2__  1___0__
    1__  2__3__-6___  0__3__4__5__  3___0__
    3__  6__6__5__+1__  7__6__3__3__  5__5__6__
    +1__  7_.65_4_3_212__  1___0___ //";Europa, Mitteleuropa, Deutschland;4/2;;;A0130;8
A0131;;ALTDEUTSCH;;F-maj;Lieblich gesellet;Romanze, Ballade, Lied;"1  3_3  3_1  5_6  56_  5_.  ^_
    6  5_4  32_  1_
    1  3_3  3_1  5_6  56_  5_.  ^_
    6  5_4  32_  1_
    +1  +1+17  7+16  5_+1  7+2+1  76_  5_.  ^_
    6  5_4  32_  1_ //";Europa, Mitteleuropa, Deutschland;3/2;;;A0131;2
A0132;;ALTDEUTSCH;;F-maj;Ach, herzigs Herz!;Romanze, Ballade, Lied;"3__  5__.6_  7__7__  3__0_
    +1_  7__6__  5__3_5_  643_2__  1__0_
    5_  6__5_+1_  ^_7_6__  5__0_
    +1_  +1__+1__  7__0_6_  5_.34__  3__0_
    +1_  7_6_5_4_  3__2__  1___ //";Europa, Mitteleuropa, Deutschland;4/2;;;A0132;4
A0133A;;ALTDEUTSCH;;D-maj;Jungbrunnen;Romanze, Ballade, Lied;"-7b_  1_2_3b_1_  -7b__1_.
    2  3b_4_2__  1__0_
    -7b_  1_2_3b_1_  -7b__1_.
    2  3b_4_2__  1__0_
    1_  5_5_5_4_  4__5_
    4_  3b_2_1_1_  -5__0_
    -5_  1_-7b_1_2_  3b__2_
    1_  3b_.21_5_  4__2__  1__. //";Europa, Mitteleuropa, Deutschland;FREE;;;A0133;2
A0133B;;ALTDEUTSCH;;G-min;Jungbrunnen;Romanze, Ballade, Lied;"1  123b1  -7b_1
    2  3b42_  1_0
    1  123b1  -7b_1
    2  3b42_  1_0
    2  -7b-7b12  3b_4
    3b  21-7b1  2_0
    2  1121  -7b_1
    2  3b43b2  1-71 //";Europa, Mitteleuropa, Deutschland;4/2;;;A0133;2
A0134;;ALTDEUTSCH;;F-maj;Es flog ein kleins Waldvoegelein;Romanze, Ballade, Lied;"1_  1_5_3_1_  -7_.12_
    -5_  -6_1_1_-7_  1__0_
    1_  1_5_3_1_  -7_.12_
    -5_  -6_1_1_-7_  1__0_
    3_  1_5_543_  2__2_
    4_  3_2_3_1_  2__0_
    5_  4_3_2_1_  -7_.12_
    -5_  -6_1_1_-7_  1__0_ //";Europa, Mitteleuropa, Deutschland;4/4;;;A0134;8
A0135A;;ALTDEUTSCH;;F-maj;Herzens Schluessel;Romanze, Ballade, Lied;"1_11  3355  3
    555  432_  1__
    1_11  3355  3
    555  432_  1_.
    5  5554  3_2_  0_
    3_  4_45_3  2__  0_
    5_  6553  1_53_
    5  55432_  1__ //";Europa, Mitteleuropa, Deutschland;4/2 6/2;;;A0135;2
A0135B;;ALTDEUTSCH;;F-maj;Herzens Schluessel;Romanze, Ballade, Lied;"1  1131  5_5_  3_0
    5  5_54  ^32_  1_
    1_  1131  5_5_  3_0
    5  5_54  ^32_  1_0
    5  5554  3_2
    2  3_4534  2_0
    5  5553  1_53_
    5  5_5_  342_  1_. //";Europa, Mitteleuropa, Deutschland;4/2 6/2;;;A0135;2
A0136;;ALTDEUTSCH;;F-maj;Rosengarten;Romanze, Ballade, Lied;"-5  1_13_3  5_53_
    5  5_54_3  2_.1_
    -5  1_13_3  5_53_
    5  5_54_3  2_.1_
    5  6_55_4  3_.2_
    3  4_4534  2_.^0
    5  6_55_3  1_53_
    5  5_5342  1_.^0 //";Europa, Mitteleuropa, Deutschland;6/4;;;A0136;4
A0141;;ALTDEUTSCH;;F-maj;Wurzgaertelein;Romanze, Ballade, Lied;"1__  1__1__  2__2__  3__3__  3___  0__
    3__  5__5__  3__2__  3__.21  -7___
    0_1_3_4_  5__3__  5_.43_2_  3_21  -7__
    3__  2__1__  -7__-5__  1_.23_21  2__.4_  3_.21_-7_  1___ //";Europa, Mitteleuropa, Deutschland;4/2 2/2;;;A0141;4
A0142;;ALTDEUTSCH;;C-maj;Sommerlied;Romanze, Ballade, Lied;"1  1131  5_5_
    +1_  7_56_5  3_0
    1  5675  +1_7_
    6_  5_34_2  1_0
    1  5543  4_3_
    1_  3_65_4  2_
    6_  5543  1_2_
    6_  5_34_2  1_. //";Europa, Mitteleuropa, Deutschland;4/2 6/2;;;A0142;2
A0143;;ALTDEUTSCH;;Bb-maj;Weltliches Mailied;Romanze, Ballade, Lied;"1_  1_1_1_-6_  -5__2_.
    3  2_.1-7_-6_  -5_.-6-5_
    1_  1_1_-7_-5_  1__2_
    2_  2_2_3_3_  2_.12_
    2_  5_4_3_2_  1__4_
    2_  3_2_1_-7_  1__0_ //";Europa, Mitteleuropa, Deutschland;4/4;;;A0143;8
A0144;;ALTDEUTSCH;;A-maj;Bunte Blumen;Romanze, Ballade, Lied;"1  1_11_-7  -5_.2_
    3  2_1-7_-6  -5_.^_
    1  1_11_-7  -5_.2_
    3  2_1-7_-6  -5_.^_
    -5  1_1-7_-5  1_.2_
    2  2_23_3  2_12_
    2  5_43_2  1_.4_
    2  3_21_-7  1_.^_ //";Europa, Mitteleuropa, Deutschland;6/4;;;A0144;4
A0146;;ALTDEUTSCH;;G-maj;Roth Roeslein;Romanze, Ballade, Lied;"+1  +1+166  4_4_  0_
    +1  +1_+1  +1_+1  5_.  0_
    5  5_5  4_4  54_  3_.
    4_54  ^32_  1_. //";Europa, Mitteleuropa, Deutschland;4/2 3/2;;;A0146;2
A0151A;;ALTDEUTSCH;;G-maj;Jahreszeiten und Liebe;Romanze, Ballade, Lied;"1_  1__1_  5__5_  5_.43b_  2__
    1_  4__4_  5__4_  3b_2__  1__
    1_  2__2_  2__4_  3b__2_  1__
    3b_  2__1_  -7__1_  2__2_  5__4_  3b_2__  1__ //";Europa, Mitteleuropa, Deutschland;3/2;;;A0151;4
A0151B;;ALTDEUTSCH;;A-maj;Jahreszeiten und Liebe;Romanze, Ballade, Lied;"0_1_1_1_  3b_3b_2_2_  1__0_
    1_  4_.3b2_3b_  ^_2__1_  2__0_
    2_  2_2_4_4_  4_3b__2_  1-7b123b_2_  1_1_-7b__
    0_-7b_1__  2_3b_.45_  4_.3b2_1_  -7__1__ //";Europa, Mitteleuropa, Deutschland;4/2;;;A0151;4
A0152;;ALTDEUTSCH;;G-maj;Winterleid oder Mass in allen Dingen;Romanze, Ballade, Lied;"0111  3b_2_  1-71_0
    4  3b211  2_3b_
    021-7b  -6_2_  3b45_0
    5  5543b  2_1_ //";Europa, Mitteleuropa, Deutschland;4/2 6/2;;;A0152;2
A0154;;ALTDEUTSCH;;A-min;Winter;Romanze, Ballade, Lied;"1_1_1_  3b_.45_  1_3b_4_  5__.
    1_1_1_  3b_.45_  1_3b_4_  5__.
    3b_3b_3b_  3b__5_  6b__5_  4__3b_  2__.  1__. //";Europa, Mitteleuropa, Deutschland;3/2;;;A0154;4
A0155;;ALTDEUTSCH;;F-maj;Reif und Schnee;Romanze, Ballade, Lied;"1_  3_3_4_4_  5_5_1_1_  5_.55_5_  2__0_
    2_  3_4_5_4_  3_21-7_-7_  -6_-5_-6_-7_  1__. //";Europa, Mitteleuropa, Deutschland;4/4;;;A0155;8
A0157;;ALTDEUTSCH;;F-maj;Nachtigall;Romanze, Ballade, Lied;"1_  1_2_3_4_  5__3_
    3_  6__5_4_  5__3_
    3_  6_6_5_3_  54321_0_  0_
    1_1_3_  2_1_-7_-7_  -6__0_
    -7_  1_.11_-7_  -6__-5__  0_
    1_1_1_  1_-7_1_.-7  -6_
    -5_1_3_  2__0_
    1_  1_.-7-6_-5_  2_2_2_2_  1__. //";Europa, Mitteleuropa, Deutschland;4/2;;;A0157;4
A0158A;;ALTDEUTSCH;;D-maj;Frau Nachtigall;Romanze, Ballade, Lied;"1_1_1_  5__5_  7b__7b_  3b__
    4_  5_6b__  5__4_  5__.  5__0_
    5_7b_6_  5_4_6b_  5__5_  1__
    5_  7b__6b5  6b__5_  4_2_3b_  4_2__  1__. //";Europa, Mitteleuropa, Deutschland;3/2;;;A0158;4
A0158B;;ALTDEUTSCH;;D-maj;Frau Nachtigall;Romanze, Ballade, Lied;"1_1_1_  5_5_7b_.5  3b__0_
    3b_  5_6b_7b_+1_  6b__5__  0_
    1_1_2_  3b_4_5_.5  1__0_
    5_  7b_5_4_.3b  2__1__  0_ //";Europa, Mitteleuropa, Deutschland;4/4;;;A0158;8
A0163;;ALTDEUTSCH;;G-maj;Guter Rath fuer Liebesleute;Romanze, Ballade, Lied;"1__1__1__  5___+1___  7b__6__4___  0__
    4__7b__5__  6___5___  +1__.7b_6__5__  6___5___  0__
    +1__7b__6__  7b___5__5__  4__3b__2___  0__
    1__3b__2__  3b__7b__5__.43b  4__.3b_2__1__  2___1___  0__ //";Europa, Mitteleuropa, Deutschland;4/2;;;A0163;8
A0164;;ALTDEUTSCH;;F-maj;Verschneiter Weg;Romanze, Ballade, Lied;"1__  1__2__3__4__  5___5__
    5__  2__3__4__5__  3__.2_1__
    2__  2__.2_2__3__  4__.4_4__
    3__  2__1__1__-7__  1__.-7-6-5__
    2__  2__.2_2__3__  4__.4_4__
    3__  2__1__1__-7__  1___0__ //";Europa, Mitteleuropa, Deutschland;4/2;;;A0164;8
A0167;;ALTDEUTSCH;;F-maj;Kuckuk;Romanze, Ballade, Lied;"1__  2__1__-7__1__  2___3___  1___0__
    1__  3__3__4__4__  5___5___  2__.345__
    5__  4__3__2__1__  2___-7___  1__.2_3__
    5__  4__3__2__1__  2___-7___  1___0__ //";Europa, Mitteleuropa, Deutschland;4/2;;;A0167;8
A0168;;ALTDEUTSCH;;G-min;Kuckuks Fall;Romanze, Ballade, Lied;"1  1_1  1_2  3b_3b  3b_
    3b  3b_3b  54_  3b_.  3b_
    3b  3b_3b  3b_3b  2_1  -7b_
    1  2_3b  4_3b  12_  1_ //";Europa, Mitteleuropa, Deutschland;3/2;;;A0168;2
A0170A;;ALTDEUTSCH;;F-maj;Alte Kuckukslieder (Kuckuks Ausflug);Romanze, Ballade, Lied;"1  1553  5_5
    4  3234  2_1
    1  3234  5_2
    2  3234  5_23  1_. //";Europa, Mitteleuropa, Deutschland;4/2;;;A0170;2
A0170B;;ALTDEUTSCH;;F-maj;Alte Kuckukslieder (Kuckuks Verachtung);Romanze, Ballade, Lied;"1_  3__2_  3__4_  5__
    5_  5_.43_  4_3_2_  1__
    3_  4__4_  3__1_  2__2_  1_1_
    1_  4__4_  3__1_  2__2_  1_1_ //";Europa, Mitteleuropa, Deutschland;3/4;;;A0170;8
